author,rating,title,review,updated,version,country
graceaad,5,Bagus bgt Appsnya!,bantu orang rumah terutama mama untuk pesen servis motor dari luar kota.. sngt2 membantu bgt.. admin jg oke bgt arahinnyaa!,2024-05-15T02:09:36-07:00,1.9.3,id
sinaga88,5,Bagus,"Luar Biasa
Aplikasi sangat Bagus",2024-05-15T00:08:58-07:00,1.9.3,id
icanduttcandutt,5,aa,sangat membantu,2024-05-14T04:10:30-07:00,1.9.3,id
Bobbypr94,5,Aplikasi motor terbaik,Sukses selalu honda selalu dihati,2024-05-13T07:48:06-07:00,1.9.3,id
ALWI WIDODO MT,5,ALW0H523,ALW0H523,2024-05-13T06:36:30-07:00,1.9.3,id
lovelyasa,5,REVIEWWWW ZUZURRR,"pertama kalinya pake aplikasii inii super duperr membantu banget 
1. mau service bisa booking dulu (hemat waktu) 
2. banyak bangett voucheerrr sampe voucher makanan/minumanpun banyakk😭😭
3. toolsnya banyak bgt bahkan ada games jugaa (bisa dimainin sambil nunggu service) 
4. bisa beli motorr cuma darii aplikasi doangg???? woyy kerennn siii
5. kalo ragu ni aplikasi nyediain test drive juga coyyy!! pilih motor - atur schedule - test drive. so easy pizii
6. kita bisa baca deskripsi sama spesifikasi motornya juga bisa dari aplikasiiii doanggg no ribet ribet pindah ke browser
7. tukar tambah motor juga bisaaa brodiii
8. ada komunitas motor dari seluruh Indonesia jugaa ihh bisa banyak relasii darii luar kota. keren!!

ni aplikasi emang cocok bgt buat aku yg suka lupa jadwal service/ ganti oli, suka promo, hemattt dehhh. everyone must tryyy!!!",2024-05-13T00:41:15-07:00,1.9.3,id
Andeust,5,Sangat membantu,memperoleh informasi lengkap di genggaman tangan. daftar service di permudah dg benefit tambahan,2024-05-12T08:01:45-07:00,1.9.3,id
Novianti Srp,5,Review,Dengan adanya aplikasi ini service jadi lebih mudah dan lebih menyenangkan. Fitur2 nya komplit dan banyak hadiahnyaa. Urusan motor sekarang lebih mudah. Terimakasih aps motorku X 😍😍,2024-05-12T07:10:07-07:00,1.9.3,id
bhangoen4us,5,Keren,"Tinggal download apps, gak pake ngantri pas service, gratis pula, gak ada iuran bulanan, uang spp, uang buku, dll … wkwkwk",2024-05-12T04:17:45-07:00,1.9.3,id
_ysr,5,honda scoopy,masyaAllah Tabarokallah bagus sekali fitur yg ada di motorku🫰🏻🙏🏻,2024-05-12T04:05:17-07:00,1.9.3,id
Nengsi Agustianti,5,Keren,Bagus,2024-05-12T04:05:11-07:00,1.9.3,id
devi ay,5,apk,apk nya bagus cukup membantu si,2024-05-12T04:04:28-07:00,1.9.3,id
SahlaDeovanka,5,Paling keren,Banyk bonusnya,2024-05-12T01:27:20-07:00,1.9.3,id
zeaaskara,5,Mantap,Mudah dan cepat,2024-05-12T00:39:59-07:00,1.9.3,id
Deverenz,5,Kode referral : SUTDA111,Aplikasinya gampang digunakan dan bagus,2024-05-11T19:50:43-07:00,1.9.3,id
rizaypiere,5,Best App,Best for you to find out anything aboyt service fir you motor😍😍😍,2024-05-11T18:34:08-07:00,1.9.3,id
Yudhautama,5,Prioritas servis,"Puji tuhan, sangat berguna khususnya untuk para pekerja yang jamnya terbatas Atau yang sedang padat kegiatan, bisa booking service.
Pembayaran juga sudah tersedia, bahkan motor milik pribadi dapat dimasukkan datanya di aplikasi.
Gokill dahh

Jangan lupa pakai kode referal yaa waktu mendaftar
Boleh dipakai kalau memang membutuhkan : LAU8N523
Terima kasihh 🥳🥳",2024-05-11T04:36:19-07:00,1.9.3,id
Wati20020,5,Service dengan mudah,Pelayanan nya bagus  dan ramah,2024-05-10T21:30:39-07:00,1.9.3,id
abang herdi,5,Aplikasi Motorku X,"Bagus banget, mempermudah dan sangat sat set sat set jadi gampang deh satu aplikasi segudang informasi",2024-05-10T20:24:16-07:00,1.9.3,id
Yunita makmur,5,mantap,semuanya jauh lebih mudah,2024-05-10T17:46:49-07:00,1.9.3,id
Doel boy,1,Bad approval process,Very bad  and complicated App for  transfer process for new owner to get Honda motor service maintenance. Please make it simple and get the money from customers.,2024-05-10T15:14:13-07:00,1.9.3,id
Hermans0017,5,MotorkuX,"Aplikasi sangat membantu untuk segala urusan motor honda, dari katalog, harga, dan booking servis dan berbagai info tentang motor honda. Jadi gk perlu takut lupa merawat motor kendaraan karena di dalam aplikasi semua sudah tersedia. Good job honda 👍🏻👍🏻👍🏻
Ayo buruan download aplikasi motorkux jangn lupa pakai referal HERAU121",2024-05-10T11:26:06-07:00,1.9.3,id
Awlazhr,5,Sangat baik,"Aplikasi yang tidak diragukan, membuat konsumen merasa puas. Terbaik",2024-05-10T08:50:41-07:00,1.9.3,id
masterdaudm,1,Apk TIDAK LAYAK,"Udah lemot banget, kebanyakan iklan, keseringan error. Kalau belum siap launching jangan dipaksakan deh",2024-05-09T19:11:30-07:00,1.9.3,id
hasbiahnan,5,Responsif,Aplikasi lebih responsif dan mudah digunakan,2024-05-09T18:09:24-07:00,1.9.3,id
ridoskan,5,jajaja,bagus jajanajajanj,2024-05-09T07:42:21-07:00,1.9.3,id
ishaya hayati,5,Aplikasi motorku top,Memudahkan utk booking service dll. Keren.. top!!,2024-05-08T07:04:32-07:00,1.9.3,id
Mas Aag,5,aplikasi mantab,waaaaa dapet kode referrall gratis servis plus oli mantabb,2024-05-08T00:13:46-07:00,1.9.3,id
Narendra Fauzi,5,Kode Referal : RENFY298,Sangat memudahkan proses pelayanan di era digital 👍🏻,2024-05-07T20:58:16-07:00,1.9.3,id
Rayprkst,5,Review,Nice 👍,2024-05-07T05:28:29-07:00,1.9.3,id
Alifsyou,5,BERMANFAAT,Sangat bermanfaat banget buat yang mager antri bisa antri pake aplikasi,2024-05-07T03:55:10-07:00,1.9.3,id
taaa99,5,Review,"service jadi lebih mudah kalo pake aplikasi 💗🫶🏻 

jangan lupa pakai kode referralku yaa TITIP541 makasihh 😊",2024-05-07T02:48:40-07:00,1.9.3,id
gmssssssssssss,5,Revieww mantap,"sangat mempermudah dan reminder yg baik buat aku yg selalu lupa kapan waktu service.. dapet service gratis pulaa😍
SRIFE225🤲🏻🤲🏻🤲🏻",2024-05-06T23:00:56-07:00,1.9.3,id
Rachelptrw,5,Good service,"Pelayanannya baik, pakai aplikasi mempermudah booking",2024-05-06T00:53:48-07:00,1.9.3,id
ibennng,5,Josssssss ✨✨✨,Pokoknya Honda terbaik dahhh,2024-05-05T22:01:07-07:00,1.9.3,id
bushidoinherreee,5,wiw,🛵💕🧡❤️‍🔥❤️💜🤍🤍,2024-05-05T18:51:09-07:00,1.9.3,id
Hafifah fitriani,5,Recomended bgt,"Keren banget, info harga sangt membantu sebelum
Melakukan servis. Bookingan gampang, tidak membuat antri panjang sangat oke",2024-05-05T06:20:05-07:00,1.9.3,id
a.anggraini,5,sangat puas make app motorku x,dengan adanya app motorku x jdi lebih praktis untuk booking saat mau servis ataupun liat harga terbaru motor dan sparepart nya💕💕,2024-05-05T01:02:53-07:00,1.9.3,id
Agus Indranata,5,Aplikasi Bagus,Nice 👍🏻,2024-05-04T17:54:02-07:00,1.9.3,id
nafis bunayya,5,Bintang 10,"Sangat terbantu dengan aplikasi motorkux. bisa booking service, liat harga2 motor dan aksesoris seluruh indonesia, liat sperpat, dll. Terimakasih 🙏🏼",2024-05-03T08:08:17-07:00,1.9.2,id
abrar kanopi dewantara,5,KODE REFERRAL : ABRFN283,apk nya sangat membantu banget👏🏻,2024-05-02T21:03:55-07:00,1.9.2,id
Hnftrr,5,good job 👍🏻,"pelayanan cepat dan baik, bisa book online dan lebih praktis, app juga membantu banget untuk track kapan waktu service yg tepat.",2024-05-02T20:38:23-07:00,1.9.2,id
1123aaui,5,Kode referal : FIFCN322,Baru pertama kali download dan blm di gunakan. Semoga kedepan nya bisa membantu,2024-05-02T19:51:42-07:00,1.9.2,id
Anantari,5,KODE REFERAL ALFSG140,"Aplikasi nya top bgt selain bisa buat penukaran kupon servis gratis, bisa juga booking servis melalui aplikasi motorku x, suka ada info"" mengenai sparepart, harga motor , bisa beli sparepart juga lho ternyata disini. Dan yang ga kalah asik nya ada game nya jugaa ada poinnya pula yang hisa ditukar. Cuma kadang aplikasinya suka eror dan lemot dikit hehe over all apk sangat membantu sekali 😍🙏🏻",2024-05-02T19:06:46-07:00,1.9.2,id
Karunia O F,5,Ochaa,Adanya app ini sangat membantu sekali. Udah bisa booking jam dan pengingat kapan harus service kendaraan.,2024-05-02T18:44:06-07:00,1.9.2,id
Oky saldi,5,👍🏻,👍🏻👍🏻,2024-05-02T09:06:24-07:00,1.9.2,id
Risqi04,2,Antrian tidak sesuai,Saya ada service di Astra Motor Kuta. Dan antrian saya di selak dengan yang lain. Di tangani satu montir dan ditinggal buat kerjain motor lain. Dan ternyata motor lain selesai lebih dulu daripada saya. Saya menunggu hampir 2 jam. Makasih,2024-05-01T19:55:30-07:00,1.9.2,id
MrsAyuunisa,5,Motorku X,Sangat membantu. Terimakasih Motorku X,2024-04-20T01:23:16-07:00,1.9.2,id
Plstr23,5,🥰🥰😘,🥰🥰🥰,2024-04-19T22:48:14-07:00,1.9.2,id
Tolle88,5,Untuk kesayagan si putih,"Aplilasi keren, bisa membantu untuk perawatan si kesayangan si putih yg berotot☺️☺️",2024-04-19T22:20:17-07:00,1.9.2,id
Tyeyore,5,Banyak promonya guys❤️❤️❤️,Kode ref: MUHZE654,2024-04-19T22:08:56-07:00,1.9.2,id
Adinnnnnnnnnnda,5,GOOD APLIKASI YANG MEMUDAHKAN,"kode : 0TS9QFHH 

aplikasi yang memudahkan pengguna honda, bisa booking dulu sebelum service, dan kadang ada bagi-bagi voucher gratis, smoga aplikasi lebih ditingkatkan menjadi lebih baik lagi",2024-04-19T22:07:59-07:00,1.9.2,id
fahasnaid,5,Crash,"Setelah update April 2024, iOS 12.5.7 tidak bisa menjalankan Aplikasi, Not loaded crash app",2024-04-19T20:26:01-07:00,1.9.2,id
Sushi_Ramen,5,Service terpercya,Ga pernah dapet pelayanan buruk dari mekanik atau staff ahas selalu di kasih pelayanan terbaik walau cuma sekedar benerin lampu mati :),2024-04-19T19:52:43-07:00,1.9.2,id
sabrinanad,5,👍🏻,Mempermudah servis dan ganti oli,2024-04-19T04:01:13-07:00,1.9.2,id
ozy1996,2,Jelek nbanget ga akurat,Udah booking pas proses simpan lama amat. Akhirnya gagal. Payahhhh,2024-04-19T00:55:51-07:00,1.9.2,id
mohamad yusuf,5,Service Astra Motor BSD,Pelayanan dan aplikasinya sangat membantu dan mudah di gunakan. Sangat-sangat membantu. Terimakasih motor ku ❤️,2024-04-18T21:58:11-07:00,1.9.2,id
Boy123yth,5,Keren,Keren mantabbbb,2024-04-18T21:06:46-07:00,1.9.2,id
Parimalang,5,MotorkuX,PRANX761 💗💗,2024-04-18T08:06:39-07:00,1.9.2,id
M Prad,5,Aplikasi yg cukup memudahkan,"Akses yg mudah untuk booking waktu untuk servis, pembelian sparepart dan sebagai track record servis. Ada beberapa promo yg dapat dimanfaatkan dri penggunaan aplikasi akumulasi dari poin. Perlu improve dibagian servis darurat.

Jangan lupa gunakan kode referral MUHIY024 untuk mendaftar pada aplikasi MotorkuX",2024-04-17T18:21:00-07:00,1.9.2,id
Teguhzpy,5,Bagussss,Bagusss,2024-04-17T08:19:47-07:00,1.9.2,id
putik tea,5,kode referral : PUT2D353,bagus sekali aplikasinyaa kita jd bisa tau lebih detail tentang motor kita trus fitur fiturnya jg oke mantaap🤩,2024-04-17T04:14:48-07:00,1.9.2,id
alibia rahman,5,Makasih motorku x semoga lebih baik kedepannya cek kode referalmu di motorku x (ADRRQ647),ADRRQ647,2024-04-17T03:43:11-07:00,1.9.2,id
hasby7,5,Y,Kode referal: RIOJW583 semoga rezeki,2024-04-17T03:05:57-07:00,1.9.2,id
al islami moreira,5,Yoo mamen,Semoga makin baik lgi kedepannya,2024-04-16T22:18:51-07:00,1.9.2,id
Nicca PA,5,Review Pengalaman Seru menggunakan Aplikasi MotorkuX,"Di Astra Honda Jombor pelayanan bagus. lalu untuk booking juga cepat dan selalu dapet jam yg pasti karena sudah booking dulu. untuk service juga baik setiap ada kendala selalu dicek dan ditanyakan kalau haru ganti ganti spare part. mantap 👍🏻

Kode Referralku : NICMF848",2024-04-16T18:18:59-07:00,1.9.2,id
Soeryarizky,5,Good,Good,2024-04-14T18:55:44-07:00,1.9.2,id
Smt9877,5,Good app!,Making transaction more easier,2024-04-12T18:54:26-07:00,1.9.2,id
Lyanto,5,Good Apps,"Aplikasi yang membantu. Mudah digunakan dan helpful banget. Terutama fitur untuk booking servicenya, jadi ga perlu antri lama-lama saat dateng.

Referal kode: LYAZG068",2024-04-08T11:19:07-07:00,1.9.2,id
Mari bahagia,5,Lebih cepat,Aplikasi yg sangat membantu lebih cepat pelayannanny,2024-04-07T18:48:54-07:00,1.9.2,id
Monkeywily,5,Mempermudah konsumen,Konsumen dapat memesan service secara online melalui aplikasi. Sangat mudah dan responsif. One Heart 👍🏼,2024-04-06T19:34:48-07:00,1.9.2,id
Candra Dewi Sugradana,1,Apk tai,Mau booking service di hari yang sama/besoknya ga bisa klik tgl. Telpon ke bengkel nya gak diangkat,2024-04-06T18:07:56-07:00,1.9.2,id
Senja Diaksara Bintang,5,✨,"ALF8W467
Pakai kode aku ya guyss",2024-04-05T11:20:28-07:00,1.9.1,id
a murti,5,Rating,Bagus bgt kita bisa boking service tanpa antri di app ini.,2024-04-05T05:05:24-07:00,1.9.1,id
6KW5PGWQ,5,6KW5PGWQ,Aplikasinya sangat membantu,2024-04-04T19:59:26-07:00,1.9.1,id
Demmanov,5,Done,Done lah top pokonya,2024-04-04T19:19:45-07:00,1.9.1,id
rinamuw,5,Motorku X the best!! ✨,"Aplikasi motorku X dari honda memang terbaik. Aplikasi ini sangat memudahkan customer untuk mencari informasi terbaru, terlengkap seputar motor honda. Saya sudah pakai aplikasi ini dari tahun 2015 dan terbukti aplikasinya masih sangat bagus, dan banyak promo menarik. Semoga aplikasi ini terus berkembang, menjadi lebih baik lagi. Jangan lupa banyakin promonya ya min 😂😂  Sukses terus motorku X dan honda! Terimakasih 🙏🏻🙏🏻✨",2024-04-04T17:12:48-07:00,1.9.1,id
xxdeta,5,2QUHGPKL,"Aplikasi MotorQ keren sekalau, bisa booking bisa main games bisa lihat prono seru dari Honda. Yuk download sekarang dan pakai kode refferal ku ya 2QUHGPKL bisa dapat voucher juga nanti ✨",2024-04-04T16:52:14-07:00,1.9.1,id
gatotardian,5,My Experience,User Interface Keren,2024-04-03T11:17:36-07:00,1.9.1,id
hanyjlshs,5,Good,Good and Supportive,2024-04-02T19:56:07-07:00,1.9.1,id
kholielma,5,booking servis,Sangat membantu untuk booking servis di AHASS,2024-03-16T07:21:06-07:00,1.9.0,id
rayfarandy12,2,Ga bisa book,knp yg keluar cuman ahass dewi sartika. g bisa book tempat laen.,2024-02-20T19:16:22-07:00,1.8.9,id
Eko wardani,5,Nicr App,"Sangat sangat mempermudah dengan adanya aplikasi ini, we love honda",2024-02-14T23:03:03-07:00,1.8.9,id
Surya kadek,5,Service,Selalu memotivasi dan melakukan yang terbaik,2024-02-13T22:26:11-07:00,1.8.9,id
AdeNuari,5,Servis bulanan mudah dan terjadwal,"Aplikasi sangat membantu ketika mau servis bulanan jd gampang dan terjadwal
Yuk masukin kode referral ADE3G248",2024-02-12T07:56:58-07:00,1.8.9,id
Bapake Lana,5,Nice Dealer,"Pelayanan ok, aplikasi ok pelacakan ok",2024-02-11T03:20:35-07:00,1.8.9,id
mei eko purnomo,5,topp,oke mantap,2024-02-10T19:26:43-07:00,1.8.9,id
marshanda adrevia putri,5,Sangat amat bagus bintang lima,Toppp,2024-02-08T19:22:05-07:00,1.8.9,id
To My88,5,Toppp abissss,Lebih ringkas bisa booking service dari rumah,2024-02-08T00:51:07-07:00,1.8.9,id
rinidesi,4,KODE REFERRAL : RINKJ906,Mempermudah booking services dan bisa cek history services jg karena biasanya suka lupa kapan terakhir services dll,2024-02-07T21:04:36-07:00,1.8.9,id
Nungki Ardhiah,5,The best,NUN0D962,2024-02-06T22:19:09-07:00,1.8.9,id
Lita Bule,5,Servis cepat dan sangat memuaskan,"Cepet bettttt, staf sangat membantu, ramah, proses servis cepat, mantap lahh pokoknya 👍🏻👍🏻👍🏻👍🏻🥰🥰🥰",2024-02-06T22:15:06-07:00,1.8.9,id
ezrds,5,motorkux,semoga bisa lebih lengkap lagi,2024-02-06T02:18:22-07:00,1.8.9,id
dyanjiwandani,5,Kode Referral : ARDPL341,Terimakasih untuk yg buat aplikasi ini karena terbantu sekali sih sat set kalo mau servis terus yg paling terbantu ada pengingat perpanjang Stnk yg hampir lupa bayar 😅 untung di ingetin kalo gak udah kena denda 🫰🏻🫰🏻,2024-02-06T02:18:17-07:00,1.8.9,id
putri suryaningtyas,5,Servise motor,Terimaaksihh hondaa sudah mempercayai kita motor menjadi bagus .,2024-02-05T04:47:04-07:00,1.8.9,id
Benediktus Kurniawan,5,Service,Nyaman dan ga ribet,2024-02-02T22:50:02-07:00,1.8.9,id
Mahesaard,5,Booking service,Semakin mudah dengan 1 aplikasi ini,2024-02-02T18:03:58-07:00,1.8.9,id
fhandhy,5,Vario 160 2024,"Kode referall : FHA1W984
Mantap aplikasi astra motor sudab terkoneksi dengan bengkel dan sperpart motor honda",2024-02-02T04:09:22-07:00,1.8.9,id
Ega tofani,5,Good job dan sukses selalu Honda,"Dari jaman ortu sampe saya punya anak selalu jatuh hati dengan Honda motor
Apa lagi sekarang customer dipermudah dg adanya app MotorkuX jadi lebih gampang untuk segalanya",2024-02-02T01:46:47-07:00,1.8.9,id
Sebut saja tejo,5,Kode Referral : WID4R606,Mantab aplikasinya tapi bengkel yang terdaftar kurang lengkap,2024-02-01T23:13:09-07:00,1.8.9,id
Hameez22,4,Booking servis jadi gampang,ok,2024-02-01T20:26:12-07:00,1.8.9,id
briannurshidatama,5,Good apps,Fitur yang canggih pembaruan teratur menunjukkan komitmen pengembang untuk memberikan layanan berkualitas. Gunakan Kode Referal MOHQW811 untuk mendapatkan poin,2024-02-01T01:51:59-07:00,1.8.9,id
Priyambodo_P,5,Aplikasi yang sanggat membantu untuk service berkala,"Aplikasi yang sanggat membantu untuk service berkala , tdk berlama lama antri giliran service",2024-01-31T00:19:30-07:00,1.8.9,id
VidiEx,5,Memudahkan,"Dengan aplikasi ini, memudahkan pada saat booking service, sehingga tidak membuat lama saat antre 👍🏼",2024-01-30T15:39:56-07:00,1.8.9,id
Easy cash goblok,5,Sangat membantu,"Mudah digunakan , pokok nya mempermudah untuk daftar servis jadi gak antri2 . Mantap pokoknya",2024-01-29T17:50:54-07:00,1.8.9,id
dicky fahlefi,5,Mr,"MatorkuX sangat membantu proses service rutin untuk motor saya, sangat mudah jika ingin registrasi booking service. staff di bengkel ramah dan memberi solusi terbaik",2024-01-29T07:19:32-07:00,1.8.9,id
L.Widya,5,Salam satu hati 💝,Aplikasi yang sangat membantu dan memuaskan 👏🏻,2024-01-29T05:34:58-07:00,1.8.9,id
Aditya syah putra,5,Riview servis,"Mantap, pelayanan ramah bagus dan senang",2024-01-28T18:59:19-07:00,1.8.9,id
Kadek rina laheri,5,Pelayanan terbaik,Top honda,2024-01-28T18:47:49-07:00,1.8.9,id
cculun,5,Bagus,Mantap,2024-01-28T00:19:02-07:00,1.8.9,id
Dony Kukuh,5,Nice Apps,Untuk yang baru download bisa pake Kode Refferal DONGY288.,2024-01-19T22:22:26-07:00,1.8.9,id
Akniar Tawulo,5,Salam Dari Niar,"Salam satu hati motorku x aplikasi termudah untuk sya booking service & pembelian Motor, memudahkan pemesanan sesuau tipe yg sya inginkan 😍😍",2024-01-14T23:41:08-07:00,1.8.9,id
Wisbay,5,WISKI750,Booking service lebih gampang dan lebih cepet... josssss....,2024-01-12T01:08:28-07:00,1.8.9,id
arief vindya s,5,Gampang & simpel,"Pakai aplikasi Motorku X gampang & simpel, user interfacenya juga informatif ngga ribet.
Mau booking servis lebih mudah. 👍👍",2024-01-11T19:34:13-07:00,1.8.9,id
Nandarrvaysh,5,KODE REFERRAL : MUHXS914,Memudahkan untuk service. Mantap,2024-01-10T17:02:17-07:00,1.8.9,id
aldilahap,5,Berguna dan Praktis,"Senang sekali deh ada aplikasi motorku X ini, fitur2nya sangat praktis dan berguna bisa book service di bengkel resmi jadi gak perlu nunggu antrian lama, selain itu jga bisa mendata riwayat aktivitas servis motor kita. kadang kan lupa ya kapan terakhir servis dll nya dan yg seru bisa liat update promo2nya dan bisa pake voucher, lumayan loh. keep up the good work ya! kode referral ku (ALD5S262)",2024-01-08T18:30:48-07:00,1.8.9,id
meysilla,5,Sanjaya purwokerto,pelayanan bagus👍🏻👍🏻,2024-01-05T21:44:36-07:00,1.8.9,id
dputratama,5,Great !,"Baru Install, semoga menunjang perawatan motor kesayangan",2024-01-03T21:09:36-07:00,1.8.9,id
I Made Sudarmayasa,4,Review,"Lokasi bengkel gambar logo honda ngeblink. 
Kemudian seharus memakai aplikasi lebih simpel dan praktis. Namun prakteknga tetep juga dimintai data data . Padahal sudah lewat aplikasi data sudah lengkap dan ada scan barcode.",2024-01-03T17:08:32-07:00,1.8.9,id
HIKU8195,5,Recomended,Banyakk promonya… apalagi kalo pake kode referal HIKU8195. Silahkan dicoba 😍,2024-01-03T06:02:02-07:00,1.8.9,id
Ayispl,5,Mantapp,"Mantapp banget , memudahkan kalau mau servis bisa daftar online",2023-12-25T05:52:34-07:00,1.8.8,id
yuniraratnasari,4,Crash pada pilih lokaai bemgkel,"Lokasi bengkel yang isi lambang honda ngebling. Jadi mestinreatart hp
Dulu. Kemungkinan ada bugs mengingat saya ada update ios",2023-12-24T17:33:49-07:00,1.8.8,id
jsjjsksjsbjsjsk,5,Kode referral : BLNUSMYA,"Aplikasi ny mantap.. service bagus dan keren lah pokoknya … saya tinggal di depok aj bela belain datang AHM yang di dewi sartika, jakarta timur karena sudah asik service di sana",2023-12-15T03:43:22-07:00,1.8.8,id
pouehsbrhr,5,Honda Keren,Smoga smakin inovatif dlm pelayanan n semakin baik dalam servisnya,2023-12-14T07:46:01-07:00,1.8.8,id
A R D I,5,Good job,Terus di update aplikasinya agar bisa lebih berguna lagi dan memberi manfaat yang besar ke konsumen,2023-12-14T00:00:41-07:00,1.8.8,id
Vio Ronauli,5,Sangat Membantu,"Kode Referralku VIOPS966

Sangat Mempermudah reservasi dari rumah ada banyak pilihan Dealer ahhas terdekat. Tinggal datang dan tunjukan bukti booking nya tidak perlu antri lagi👍🏻",2023-12-13T10:06:15-07:00,1.8.8,id
aty ekka,5,Beat is the best,Semenjak pakai motor beat streat terbaru mantap jalanny sperty naik motor sport😁,2023-12-13T02:29:24-07:00,1.8.8,id
putrifff,5,beli motor honda,pelayanan cepat salesnya ramah,2023-12-13T02:03:11-07:00,1.8.8,id
Pricillia Mega Pertiwi,5,Keren,Mantap bisa dipakai dimana aj,2023-12-13T00:48:22-07:00,1.8.8,id
Ia_HaqeeM,5,Masih terus dikembangkan,"Mash perlu perbaikan karena sedikit aga lag untuk pindah pindah tab nya
Masih perlu perhatian dibidang kerjasama dengan merchant di tiap tiap kota biar menarik pengguna untuk lebih sering menggunakan aplikasi ini

Penasaran !!! Jangan lupa pake kode referal ini untuk meninstal aplikasi
 IMAMQ504",2023-12-12T03:57:49-07:00,1.8.8,id
@pmanfarrell,5,Permudah,Makin mantap nich Astra app nya bikin cepat dan ngak ribet,2023-12-11T23:20:54-07:00,1.8.8,id
suarajerapah,3,Search bengkel,"Tolong bantuannya di tambahkan fitur search bengkel sekitar. Atau setelah ketik lokasi bengkel, bisa di search langsung walau tidak muncul pop up nya",2023-12-11T18:26:32-07:00,1.8.8,id
